outfit_id,items
6459,2609;6259;917;6709
6460,16385;18025;4630;1181;11356
6461,2370;13107;2093;18511
6462,8532;378;7641;10692;5215
6463,1374;14864;14886
6465,1587;6056;17999
6467,3183;15065;3802;378
6469,7341;378;17778;3973;8905
6470,16603;104;10041;15979
6475,17880;1208;10473
6477,6140;1960;16168
6478,9370;1373;17802;12816
6479,899;9038;15939;13926;15753
6480,10144;14999;16039;2099
6481,1004;3477;16708;10497
6482,1004;9076;15231;5985
6484,431;9123;15373;15750;9703
6485,16063;9239;1100;5594
6487,1730;18389;16065;16245;7480
6488,7993;7239;7130;378;3755
6490,12620;2179;16564;4421
6493,7622;13889;498
6495,7920;12798;1594
6498,1730;16385;9807;14846;15148
6501,503;16543;11184
6503,7454;10790;8872;958
6504,1793;12062;13187
6505,11021;15206;2846;952
6506,663;13544;15065
6508,4616;7239;378;18690
6509,9688;1850;16084
6512,93;9058;15424
6513,1171;5795;4850
6514,15760;628;17409
6515,4217;6831;16892;18467;1603
6516,6014;276;3899;9617;17177
6518,1483;8446;10258;18240;7743
6519,2573;16265;565;97
6520,978;5330;13313
6521,9895;18405;1145
6522,2128;6856;7504;7281
6523,7876;116;5296;11777;13009
6524,2358;152;9162
6526,12652;6893;7574;11835;321
6528,12449;104;16848;7883
6529,18273;2005;10932;17907
6530,1073;11629;9670
6532,598;5606;3935
6535,4869;4406;5509;15913;683
6537,5112;959;13224
6538,2663;17773;2854;378
6539,11353;12756;11904;861
6540,1004;2951;4350
6541,1854;11076;13817;17818
6542,18500;2993;16051;378
6543,3629;8954;378;3828;12009
6544,2621;16573;9686;378;19039
6546,2146;4614;7570
6547,12218;11020;6577;766
6548,8497;5548;14588;963;14373
6549,16102;10632;11908;902
6550,7822;1057;6523;5421
6551,2309;8417;378;6906
6553,2474;259;14344
6554,1992;11808;4011;18240;8042
6555,1024;11766;12721;16851;2003
6558,1587;6056;9275
6559,1900;2272;116;14075
6562,3909;4399;16580;1391
6566,19126;404;8797
6569,14079;13355;7039;378;13746
6571,11052;16705;1956
6573,11791;412;8899
6576,16946;547;357;13887;7240
6579,12199;681;7369
6581,9464;9098;9667;29;3471
6582,1309;2895;12536
6586,431;9725;16648;7899
6588,8482;12933;18057;12858;378
6590,1509;3105;7830;5949
6592,2013;17362;10491;17373;16296
6593,2165;7873;9309
6594,18044;17770;356
6595,17524;8543;1135
6596,11317;672;9555;17829
6598,14208;16940;1991;16989
6599,904;13767;9016;13851
6602,17100;911;12547;6535
6603,2013;4677;14884;3010;17058
6605,17727;852;16545;10041;8973
6607,18602;9357;378;1181
6608,11581;9224;18631;1671
6609,17814;5537;8653;378
6610,485;9125;7726
6612,400;17187;11462;17254
6613,14939;5523;17653;8691;1375
6615,3583;10003;2021
6616,6404;16742;1650;15875
6620,1004;16608;14980
6621,5407;11616;404;18317;7250
6624,11066;2005;4980
6626,14151;1788;17757;17616
6627,15367;6519;10719;1744
6628,4266;17814;5537;378
6629,93;6581;7046
6635,2779;913;16236;10338
6636,2005;11231;17186;4420
6637,14657;6514;9755;14658;1195
6638,2642;684;6404;7129;13204
6639,4450;1814;15751;17321
6640,1587;6056;9799
6641,12894;11808;1417;9477
6645,613;3181;13815;4208
6646,1204;6103;3500
6647,2243;2326;378;12029
6651,2151;14319;18290;13835
6652,8423;826;18281;13365
6654,16936;7523;11881;378
6657,1060;5678;15361;15219
6662,2406;3735;413;13196
6663,1892;15939;4790;3264
6664,4782;81;8135;12106
6666,14199;558;5777;18287;13026
6667,1311;9592;4391;18739
6668,14939;10180;14594;17722;1375
6671,15843;12158;13419;18469;973
6672,1004;6172;1194;16628
6675,7906;14993;378;17701
6678,2739;2134;8855;15488
6679,8773;18038;1721
6683,5072;1139;3297
6684,12102;11543;12237;5084;11
6685,1810;10604;8853;13877;14053
6688,15208;8204;378;5804
6689,14005;116;8137
6690,995;14413;5981;5838
6691,11922;1186;17833;13346
6692,8660;16508;1547;17701
6693,2437;14939;16458;16809;1375
6694,16446;1185;17056
6695,8555;12664;683;14040
6696,10317;6788;4872;13684;2019
6698,5024;12763;17138;5537;378
6700,14085;2005;16951
6701,15795;1781;5631;10794;16118
6703,17777;15655;9567;912
6706,7822;6817;968
6709,11791;8410;16423;1371;1910
6710,19171;1541;15154
6712,6956;479;6451
6714,2033;18648;7621;5379;6534
6715,7589;122;3317;2822
6716,8692;16087;17034;2135
6718,5396;917;2796;13994
6719,2370;13238;11331;378
6720,18506;634;8909
6721,6388;14141;10900;1882;16818
6722,8555;10594;16798;85;12130
6725,2114;6173;3178;16242
6727,2898;17226;1283
6728,2111;14563;14346
6730,8307;16180;329
6733,2005;17118;9636
6734,13939;2005;8280;6579
6735,14260;5228;1766
6736,1004;9286;6587;5412
6737,14159;3029;1039
6738,397;7536;18430
6740,3118;1444;15266;10125;3172
6741,271;12490;50;3474;4893
6742,2165;12878;17178;13459
6744,16364;12834;500;8818
6745,18992;6137;8434;999
6746,1970;18573;17481
6751,827;9072;628;17228
6752,10202;8662;4852;1530;18637
6754,9165;1880;3996
6755,8499;13486;16680;5454;861
6756,10332;11835;1892;11534
6757,2482;1697;5069;9440
6758,17465;11612;1348
6760,2360;1587;8623
6761,1004;12346;1991;8590
6764,11743;813;17845;5360
6765,50;7862;12366;13377;17636
6766,17359;6938;16744;9670;820
6767,1004;18602;4856;1490
6770,913;15152;16564;3755;5744
6771,756;10216;14056;12467
6772,2616;5546;10347;1967
6774,15938;12417;934;8957
6776,50;7903;6586;17696
6777,6388;13477;17820;1626
6778,18559;357;17217
6779,17118;6069;378;3061
6780,1445;10201;3940;5417
6781,453;6000;6229
6782,1794;16053;19068;330
6783,1788;11935;9255
6784,12287;2988;15492;378;10845
6786,1587;5415;16022;3632
6787,18602;12501;3736;378
6790,1587;7904;4772
6791,11629;927;8808;7039
6793,17336;2045;4397;18150
6795,18380;16495;9874;820
6797,18602;4454;1532;9714
6798,1959;8728;11014
6799,2245;5479;1166;4677;7910
6800,2506;667;6600
6802,11995;2195;12052
6804,10691;12279;378
6805,11250;15360;3395;1530
6807,5384;5700;924
6808,19009;6185;12423;683
6809,2636;5096;17578;952
6810,3775;10096;1260;13275
6813,378;17554;16737
6814,16836;3296;543
6817,430;11332;3339
6818,3147;13732;1488
6819,815;6743;12398;840
6820,198;4803;8758;15668;5874
6821,1992;8637;7052
6822,9864;378;5776;4493
6823,2728;862;11100
6824,93;1735;9215;17608
6825,51;4953;13367;15916
6827,1587;17410;18145;11513
6828,15196;1060;3935
6830,8820;14398;378;9147;5913
6832,7822;104;9072;15591
6833,6349;15010;1927
6834,503;17631;12499
6836,15732;19077;832;3362;9161
6837,9247;1776;12486;9034
6838,13471;5366;2036
6840,2455;18009;558;3610;15156
6841,6404;5611;14370;8913;1375
6842,14050;1793;12945;10594
6844,2667;8775;12958;4923;1410
6846,8598;2072;13795;13840
6847,13044;1587;4772
6848,331;11654;10276
6849,12449;378;9935;5057
6850,12511;1571;11636
6852,10511;928;9183;14971
6853,1004;16620;13850;13420;11597
6857,5534;6436;683;11505
6858,1434;9520;11935
6861,3538;6552;14466;1846;10993
6862,15368;7146;378;11410;18296
6868,6471;10132;975
6869,147;14804;5292;10610
6870,567;12846;4228;4137
6876,2415;1052;11702;9052
6877,16034;1992;7327
6878,10923;378;3758;5340
6879,17154;329;4790;2907;9677
6881,15539;155;13619
6883,6747;18607;186
6884,9920;10800;16742;6393;378
6887,3456;6852;895;9372
6888,2334;8786;8;19139;8006
6889,10783;1735;3136
6890,12968;10370;4302;1460
6892,2347;14932;238
6893,3487;1177;15940
6895,304;13841;12593
6898,378;7531;8957;5373
6903,4319;1269;3497;378;3078
6904,945;13512;16553
6906,8478;4722;848;13541;8090
6910,1417;8112;2762
6911,7930;11511;1414;10112;18335
6912,4215;16077;137
6914,1992;6112;18136;14215;18261
6916,17914;12760;859
6917,6943;10530;15065;1455
6918,17590;14098;378;12296
6919,17156;11741;1391
6921,17211;3401;378;3910
6922,14297;1613;18952
6923,18973;1657;12591
6924,17461;1150;9893
6925,232;17520;12326;11289;15384
6932,1992;10258;6511;9409
6933,14149;7303;1460
6935,9645;3351;1028
6936,5917;701;16348;8827
6938,15194;356;17768;3131;11618
6939,5769;13746;565;7727
6940,17873;19105;378;9860;5340
6941,1846;3050;9030
6942,16463;6510;378;12702
6944,2332;14148;364
6945,11375;9982;638
6950,854;3323;11868;855;1846
6951,2409;7620;4556;250
6952,17873;14987;16306;568
6953,1084;5824;3238;9251
6954,11888;3214;4829;1874;4821
6955,2005;18458;9135;12312;5730
6959,6617;2093;3425;14023
6960,6571;18054;683;3714
6962,2437;14939;9847;1375
6963,4306;14282;407
6964,17712;16389;5498;558;4783
6965,5404;14705;910
6968,11256;2029;15644;10298;13172
6970,3345;1186;15986
6971,8635;1417;7046
6972,18911;8477;7927;276;4873
6973,18192;1488;16332;11252
6975,14193;9058;400;18794
6976,8796;10849;378;18750
6978,1907;6262;15939;10984;16818
6979,2293;15281;11171;2047
6982,12521;943;3090;9183
6983,2242;1997;17633
6985,11913;18123;304;11661;9775
6987,1004;16400;12175;3697;13196
6990,14937;14600;12473;1297
6992,1311;11283;9074
6993,9619;11511;9138;952
6994,2505;5534;4100;378
6996,157;6579;12066;11944
6999,13940;2000;4559
7000,5963;10634;378;15555
7002,11694;1508;10571
7003,4677;10976;1753;14688
7004,3196;788;15240
7005,10384;17021;1244
7006,356;15600;378;16923
7007,8074;4490;378;15028
7008,5672;378;7738;15992
7010,3376;16459;5369;353
7011,12313;683;15582;12864
7012,17354;8975;1348;11968
7013,3295;1796;4659;6239;15752
7015,19118;16306;15565;543
7016,2180;18602;9025
7017,13177;378;4872;2932
7018,93;14065;12444;16116
7019,2779;1973;18200
7020,2534;1397;7875;7957
7023,813;4013;4802;12337
7024,17620;813;14457;18897
7026,919;17603;17996;18932
7027,13438;3487;18308;638
7028,12893;378;8877;12786
7030,4662;11511;5513;168
7031,17279;8505;2027;4966
7034,11794;17121;1327;4603
7035,2005;16951;3342;378;8581
7036,455;19032;13945
7037,14939;9877;1375;7059
7039,15547;18253;5529;848
7040,611;11204;13385;7653
7042,3077;17567;9281;2108
7043,1469;18661;17011
7044,12792;2005;18211;3172
7045,18349;3600;1451;3709
7046,9524;18250;948
7047,500;12445;6962;8892
7049,11729;18787;728
7051,1610;8171;3091;4589
7054,12936;18330;7369;35
7055,11016;7927;547;13070
7059,18911;2170;4946;7950
7060,12158;14502;683;18454;12500
7061,3741;7677;15143;1541;4884
7063,11256;1050;2869;18929;4198
7066,11267;953;12570;3962
7068,12449;4771;9192;378;9935
7070,2128;4677;6540;11174
7071,18132;1957;17583;12106
7072,1004;18434;4884
7073,904;15054;11353;9393
7075,8970;945;8535
7076,50;10782;13945;12167
7077,18044;8136;1515;15171
7079,1509;7842;3795;14917
7081,11809;8938;891;10194
7082,15762;14939;1375;14936
7087,7352;2128;6579;5333
7089,17075;5702;952
7090,1992;10041;19081
7091,18758;2005;3546;3876;17013
7092,8099;2005;12687;14890;14386
7095,15948;11263;13502;820
7098,1587;4205;4267;11054
7099,2341;6404;1575;14098
7103,9416;1490;14224;2930
7104,13951;628;8511
7106,4690;2005;11392;116;11027
7108,18968;10181;13424;891
7109,16544;17814;11839;5537;378
7110,11487;3223;16825;2094
7112,5729;4654;11521;158
7113,11267;11499;952
7114,10304;8542;4671;254
7115,5447;6750;1391;17894
7117,8036;4805;17805;888
7120,12518;9156;848
7121,9009;500;7106
7124,2978;823;13295;7597;16977
7125,1352;10969;12846;8935
7126,2330;10017;13416;378;8416
7127,8408;10461;11803;14822;1846
7128,2316;2477;5117;17863;999
7129,13776;10017;378;16258;16496
7130,3279;5998;9652;1011
7131,5631;19172;378;13235
7134,18503;3658;12213;141;18010
7136,1974;10027;16219;9527;4452
7137,18968;1208;11859;9140
7138,18102;116;2963
7144,8719;14485;944
7147,9670;378;4778
7153,5909;1997;2787;10197
7154,3487;16399;378;12972;13091
7155,14996;1004;14376;6775
7157,675;9615;4172
7161,2083;6588;9832;10649
7162,12043;861;4842;9640
7163,451;9858;10788;5097
7165,1509;18984;3629;11490
7167,9973;5876;683;14032
7168,1992;10258;9388;18354
7169,3821;10019;4636;9215;1579
7170,586;8683;4708;10877
7171,7702;1992;378;6906;5864
7174,6579;8903;1034;4295
7175,850;12280;4944;9981
7176,1992;8138;2885
7178,10961;16610;378;5373
7180,17526;1417;9601;12869;8090
7181,15941;1417;10841
7182,1391;13088;11164;12802
7183,2495;70;14164;12384
7184,10949;5611;1538;3212
7185,855;10558;15206;7411
7186,3879;4779;378;6341
7187,2659;2749;18171;14731;803
7188,2300;11708;1363;12562
7191,1938;11447;4327
7192,2268;1421;9975
7193,16946;4481;12846;1303;13838
7194,7564;1004;6003;16347
7198,3246;1861;16572;15995;11005
7199,17390;11835;1677
7200,2005;6970;7482
7202,3683;11703;1941;11261
7204,18602;1587;11823
7206,15907;4630;378;18064
7207,14272;2087;18249;378;15811
7210,12449;2005;7321;3172;3605
7213,18976;1793;10594;5224
7214,1018;10784;5630
7216,18656;6014;13120;848
7217,7574;899;15419;5017
7220,4068;89;11135;6019;15527
7223,673;15263;15558;8013;13529
7224,93;4436;18554;3592
7226,15606;1651;5110;3122
7228,5657;1188;11340
7230,1008;4489;378;16106;7112
7231,16467;17737;1488;13948;13026
7233,2253;2571;3588;378
7234,16596;547
7237,917;13906;11592
7238,3737;15092;5919;378
7239,378;6582;15093;10845
7240,2686;683;15135;7327
7241,93;9906;12022;9492;10415
7245,2364;3487;6215;378;8811
7246,1469;6388;6933;15600
7248,12226;13650;628;14602
7249,17222;5668;13336;578
7250,721;8007;12382;15455
7251,984;7262;3889
7253,12449;1434;14568
7254,579;7308;7592;4305;14536
7255,1004;10398;4203;14094
7257,701;3133;5355;3946
7258,6912;1082;16582
7259,2733;7927;547
7260,10792;4969;3969;1546
7261,1933;14095;10414;9412;10845
7262,4592;1589;17071;14741;6601
7263,1459;16311;8410;5549
7264,801;9171;16302;18736
7266,6404;14714;1490;4632
7267,2258;2604;17744;1459
7268,567;12131;9869;9025
7269,6377;18955;803
7271,1358;7656;6028;10748
7272,10854;12236;10778;2075
7274,13499;18317;378;7970
7275,436;18195;16845;18211;8529
7276,1587;9211;8728
7277,10258;68;14884;16357
7279,2410;9617;1292
7281,7473;15828;9648;94
7283,8283;2005;9317;18629;3566
7284,12896;2005;11630;17805
7285,11958;6513;3494;1380
7286,987;13089;10571
7288,9499;3830;378
7289,4497;5537;18160;378
7290,12498;10407;1480;4884
7293,1587;4513;9765;7927
7295,1021;10371;14398
7297,2083;7741;10001
7298,8182;17906;17373;15465;1375
7299,93;7603;10345
7300,16001;8417;565
7302,5366;15867;5401;390
7303,18666;13180;738;18523
7305,918;8020;3947
7306,7324;10043;1965;10050
7308,1892;8275;4317
7309,4210;378;8240;10700
7310,15839;17297;2115;13733
7311,14723;1630;2778
7312,2710;14952;11687;2120
7313,16195;378;10845;6868
7314,8445;1111;18234;4155
7318,18602;8446;378;18061
7319,798;10051;15015;13214
7324,1488;4772;16198;5373
7328,2005;3136;15721
7329,3082;18929;378;17349
7331,2093;14223;3521;16623
7332,1587;12390;3807;12331;17117
7334,13542;11692;1380;9860
7335,2005;7248;14037
7336,10663;1376;13116;10478
7337,493;11333;15964;17139
7338,17280;14398;378;11489
7339,1050;12170;5491;14778;7343
7340,10058;3629;2988;378;8424
7341,9501;378;13320;16787
7342,6165;8320;819
7344,7595;378;10114;4750
7347,2536;9971;50;18597;8064
7348,9213;14837;3629;378;15626
7349,8991;13006;2880;16446;1909
7350,2252;14939;378;4412
7351,11558;8449;1579
7352,4544;1512;6594;18398
7353,9145;18301;1715;16666;4392
7354,9235;1219;6011;13393
7356,8020;329;17051
7359,14939;6769;17653;5314;1375
7360,16396;10249;12208;858
7361,6248;683;15047;9839
7362,1587;2864;4772
7366,2268;683;15610;8953
7372,2005;12568;11240
7373,3814;534;8521
7376,17582;13928;14805;661;3770
7377,4590;18787;6604;10894;952
7379,16566;1676;13460
7380,19038;9670;378
7381,1024;11766;10571
7383,5232;16297;88;11585
7388,2659;1118;3982;17551;9820
7390,11817;15633;1977
7391,7526;13504;10349;8823;952
7393,1562;5432;9263;17704
7395,1992;15716;18107
7396,9809;1672;16033;3618;16944
7397,7352;18655;5412;378;15135
7398,1587;6056;8217
7399,4716;483;14301;4762
7406,4747;917;15142;12538
7408,157;6110;18682
7409,1650;10144;18851;8421
7411,18140;1434;3132
7413,10643;1984;14425;9346
7414,15301;1991;18287
7415,8967;46;15505;8976
7418,365;7319;11866;6545
7420,16509;7739;10249;1460
7424,1196;14206;14195;11671
7425,11185;17791;481
7426,157;5963;5171;683
7427,10354;2015;19170
7430,2005;6380;378;16842
7431,15106;6274;960
7432,8642;18402;11813;565
7433,17120;1524;12028;18571;8664
7435,12221;15489;4630;378
7440,4901;3215;628;5481;15226
7441,12501;378;9647;10845;18957
7442,2682;17470;813;12610;10442
7444,2045;10196;7410;16938;15446
7446,1188;10510;3987
7447,14446;15632;16311;378;6906
7449,93;6045;2758
7450,1004;4345;10719
7451,12957;11466;13785;628;5366
7452,4204;13122;1038;9654;5640
7453,12155;1788;10897
7454,7302;1760;3784;8857
7455,6898;1431;9248;7670
7456,5768;9635;378;8001;15491
7457,11624;16951;10058;8091;925
7462,972;10833;7999;17940
7463,915;16563;17910
7464,221;4737;14464
7465,8107;14306;9160;812;5229
7466,5897;12637;378;17706
7467,17189;4772;15431;1490;12089
7468,2432;5883;408;18147
7469,5524;3469;17592;1831
7470,1307;6719;11807;17993
7471,9562;10563;1542
7474,13703;17729;1147
7477,9833;26;18314;4915
7478,10386;59;18713;5680
7480,3658;16389;18944;5175;378
7481,10475;13037;378;9794
7482,5620;12417;4952;4096;378
7485,2267;906;17757;16506;3199
7486,171;1885;4476;11606
7488,14968;378;5226
7489,4854;1885;14680
7490,13247;13716;956
7491,3487;7612;16399;11630;378
7492,2045;13891;14849;2004
7493,2601;17197;378;3745
7495,12067;1454;11153;2921;18176
7496,6730;448;11928;15735
7498,9145;18301;1715;16666;4392
7499,10771;14787;1902
7502,5492;4989;5496;1180
7504,1423;14615;9364;9593;10594
7505,11896;16361;13912;9772;378
7507,3629;3492;378;12222
7509,6163;1992;18983;12891;16748
7511,17605;11263;1716;16154;16807
7514,2619;683;15616;17622
7516,2057;11719;14824;12169;12100
7517,2356;2978;1015;9647;3219
7518,1907;12895;5279;15897
7519,1118;4904;3724;9556;12831
7521,5039;18929;378;10364;7182
7522,12912;7103;2004;13868
7523,7707;1640;17084
7524,11719;4833;507
7525,397;16648;6980;7605
7526,3066;378;19013;5864
7530,14104;18502;10024;378
7533,6612;11525;5820;1796
7534,2054;8369;4373
7535,3487;3895;6268;378
7536,13582;1524;13523;3747;13983
7538,4505;116;13068;14906
7539,9601;4014;848;3557
7540,93;17827;2994
7541,2659;10774;15870;250
7543,801;12807;11511;4363
7544,3119;18332;1885
7545,14328;4760;547
7548,1004;378;13983;8121
7549,55;13315;6862
7550,1484;16639;18384;16737
7551,1587;9861;4184
7552,14193;16062;11194;230
7553,672;5472;2955
7555,11349;14205;3362;1927;11513
7556,1587;6056;13577
7557,2688;7688;12984;1348
7558,1786;8246;3935
7559,7895;1004;16385;5334
7560,2371;1587;9601
7561,4815;18804;378
7563,6388;1417;4170;10625
7565,1527;17340;9472;15162
7567,2005;14326;18317;8872
7569,713;18787;3398
7570,17204;2087;15583
7572,12969;8500;2169
7573,1769;6985;13005
7574,7649;7291;1242
7575,1440;8494;11618;14180;11717
7577,1587;15858;2877;6001
7579,1004;9076;7962;15231
7580,15173;365;9016;12054
7581,9123;11708;14574;1147;10845
7583,8343;152;4637;6416
7584,13582;8584;7899;1467
7585,11322;1587;6056
7586,1315;2845;12421
7587,1469;7351;5252
7588,11438;8032;1885;10968;6751
7589,14928;18879;583;13075
7590,16396;1440;8494;6538
7593,17357;13165;378;4191
7597,17189;12044;1053;3818
7598,6051;1448;15518
7600,3372;6819;2196
7604,5342;10318;1454;9583;11114
7606,10648;1587;4184
7607,2365;2128;11178;14902
7608,18698;3296;378;3790
7609,1417;5606;6613
7610,218;2171;18188
7611,12784;1358;16815
7612,8028;378;9400
7614,7822;1587;16389;6720;16437
7615,6452;12294;10041;12886;958
7617,6583;15518;683;16915
7620,4768;1181;8676;4194
7621,1610;5992;17078;17662
7622,14010;10444;378;10845
7623,13025;1340;10442;12871
7624,1796;15997;11083
7625,1788;6182;11935
7628,12056;12811;378;3387;16819
7629,16370;9748;855;5357;11365
7630,1459;8876;14692;14833
7631,11773;13037;2027;8602
7633,15470;12878;5800;1391
7634,995;8057;9791
7635,9732;8887;973
7636,7442;6888;9067;12118;1375
7637,4427;13917;9410;378;3888
7638,5712;378;3216;13026;9582
7639,2370;10660;12834;2080
7640,434;11407;7554;5910;1523
7641,1004;7534;15090
7644,1472;6807;10789
7645,15576;378;8811;3068
7646,2045;17357;19164;10197
7647,5455;7969;378;3357
7648,2083;5897;6960;14429
7649,8972;12438;437
7650,1196;17261;11109;15141
7651,17586;913;7859;18619
7652,2485;855;15384;5809;17677
7654,2356;1004;14113;5337
7655,2266;2533;3557;270;1198
7656,12567;16581;957;10974;18658
7657,537;13889;13235
7658,14689;18387;683;18275
7660,15654;9832;6960;18004;1045
7661,18870;11128;2093
7663,9998;8299;166
7664,2092;11875;18297
7665,1004;15513;16696
7666,2661;6372;583;5426
7667,1587;17303;4677;16236
7668,12776;999;4973
7672,2438;10804;17626;959;7259
7674,642;12811;14054;18954
7678,1327;5447;3305;9699;6859
7679,1992;12952;6946;2911
7680,553;10782;15151
7682,1123;15175;16721
7685,7404;4365;6574;1153
7687,10456;774;15478
7688,7822;1509;7105
7692,12291;9118;6779;628
7696,6914;5939;18104;1095
7699,4205;6964;17777;15170;378
7700,2578;14830;1204
7702,18943;407;13955
7704,1417;4791;7738
7705,155;16517;3749;9972;9368
7706,4107;5560;505
7712,2978;18576;18760;378;3219
7713,12649;1431;16578
7714,7825;10852;197;11473
7716,15825;14939;17906;1375
7717,13593;1630;11129
7719,345;3261;11077
7722,6287;387;14575;5999
7727,500;12678;17144;8649
7728,16682;17391;15985;7508;1366
7732,12834;1004;14223;6957
7734,12563;3629;378;8208
7735,2603;15022;12346;276;11235
7737,5960;11622;1771;6680
7739,14954;16522;1690
7740,2589;356;7146;11276
7741,3487;378;7020;4511
7742,8731;1564;12863;2785;3697
7743,2106;4838;6810
7744,5479;11246;2005;14802;3452
7746,7539;16687;5813;378
7747,10283;10707;11258;1059;13381
7749,9090;16077;848
7751,14939;47;10994
7754,2715;1217;10893;17777
7755,2312;4934;238;10378
7756,9603;889;13901
7757,18691;2005;5836;11807
7760,11316;378;7492;11474
7761,18494;17435;378;10806
7762,13582;5849;999;18398;10422
7764,11540;6892;7
7766,2234;378;9844;12489;9758
7768,2005;10449;16695;13889
7770,2444;10041;1994
7772,17298;10791;378;18069
7773,826;10929;6906;13500
7774,7822;1587;16294;17392;11761
7775,559;13532;4322;19115
7779,374;13978;6288
7780,6732;17191;378;13517
7781,14767;17777;974
7782,2978;13715;1391;6036;5943
7784,1587;4634;6056
7786,2652;1992;10845;2926
7787,2151;15100;8749
7788,18189;13310;4267;378;10845
7792,870;12073;11976
7793,2664;15462;2205;392
7796,2584;6110;15759;683;7606
7797,6071;4881;10976;8652;1923
7798,2657;10661;683;6412
7800,2005;6046;8605
7801,1587;4851;4727;8858
7802,3909;1311;17088;18668;287
7803,1650;10477;11117;3088;9860
7805,12121;2005;18625;11944
7806,14374;17301;565;3911
7808,10961;7454;378;5705
7809,18602;3657;378;15219;17690
7812,6492;9264;378
7813,12737;8123;2126
7815,12911;5758;13863;2080;17127
7816,15846;11853;330;2885
7817,14715;8665;2108;14720
7819,18189;10883;11022;378
7820,6937;6227;661
7823,7352;2005;4422;3093;13263
7824,503;2704;3073
7827,17072;13971;1147;7033;10515
7830,2925;6051;9707;378
7832,5108;2005;17754;12952;3316
7834,1188;15763;4918
7835,1587;15323;17821;18352;17738
7836,5419;5706;18584;621
7839,11732;2108;4568;14692;6809
7842,13561;17980;12403;885
7843,18134;8202;8771;378
7844,174;12195;18031
7846,11176;15292;1999
7847,1469;11162;16027;11502;6396
7848,3069;959;15495
7853,12939;3635;1665;15055
7855,15700;9082;2081;12107;10812
7857,7222;6919;17716;2135
7858,1004;7176;11765;18929
7860,14490;1417;15939;11448
7862,15007;11684;1516
7863,11989;10505;655;14302
7864,11540;378;14032;19155
7865,15313;957;9301;7785
7866,9670;5335;378;16258
7867,5916;12292;10258;1982;14884
7869,9564;500;18929;18434;554
7871,6138;11701;378;13958;7322
7872,2719;2045;5487;5187;11760
7875,1470;13687;8599;7879
7876,12057;387;13161
7878,1777;17241;4587
7879,14241;10257;1897
7883,15334;9531;9457;1635
7885,2563;14538;378;17409;10334
7886,1972;9819;12995;17361;10805
7887,13133;917;9401;16498
7890,8939;18983;8869;1375
7891,6436;6196;378
7892,3053;683;5164
7893,1459;6849;14347
7896,683;13562;15276;16532
7897,13507;2029;17129
7899,378;13500;12262;17468
7901,9992;2859;1671
7902,2581;18209;1954;14036;7751
7903,18602;5415;5255;378
7905,18656;11669;17894;848
7906,5928;13181;1927;4172
7908,6372;32;16777
7913,18652;5380;1384;14141;16131
7917,7755;13100;8802;628
7918,7176;17705;2079;18229
7919,6030;1397;3916
7920,1435;3913;8329;10183
7922,10814;16430;41
7923,1722;6241;13053
7928,15417;19088;378;3203
7931,67;16900;50;11039
7932,392;3331;18139;7748
7933,1004;17108;8513
7935,16307;1348;13911;9943
7936,739;11855;11724
7938,16984;11616;18317;2012
7940,12686;9729;13232;72
7942,6947;8963;4824;797
7943,7241;2005;9100;12568;9717
7946,11267;9213;16261;197
7947,3032;8162;85
7948,5866;773;10457;14745
7949,16766;527;8525
7950,1740;6388;11870;16805;13810
7951,4617;7090;1967
7954,12219;378;8957;16733
7956,7330;628;15147
7958,15222;14888;683;10706;4032
7959,922;17228;3771
7960,14796;4085;1758;15277
7961,2230;10979;2166;15178
7962,404;9601;13646;9114
7963,18412;400;18927;6906;7670
7965,436;15797;7676;10258;6368
7966,1264;18820;5275
7967,7820;2005;5836;16951
7968,9213;378;4912;16696
7970,16922;1546;13235
7971,11731;861;7158
7973,5608;7127;329
7974,13213;1196;13351
7975,4146;15128;7808;1224;10538
7976,2445;726;3931;1758;6321
7977,15143;5182;15377;16236;543
7978,945;18157;12177
7979,8829;364;17329
7980,2481;10458;378;19152
7982,18116;15969;3505;1941;4195
7987,15128;667;9598
7990,1151;18126;15696;7002
7991,16396;13355;897;10099
7992,7039;18888;378;18086
7993,5826;1578;10911;3544;6422
7995,3491;7167;18499;1870;18873
7997,15167;15947;18317;378
7998,17586;17539;547;13070
8001,12030;3917;5537;1828
8003,18515;2781;3609;378
8006,2251;15985;2759;1910
8007,6740;17787;480
8009,1892;5551;15290;10845;10748
8011,2100;14097;16676;6216;17836
8013,15764;7340;1049;18298;5982
8016,18602;5962;406;9215
8019,9180;276;9523;12325
8020,1587;9765;7927;6300
8022,15539;672;9180;13782
8024,2985;5040;9558;7406;959
8025,12392;2166;17867;15401;18096
8026,2356;6795;980;17873;6516
8027,93;2785;12504
8030,5833;7243;694;3913
8033,2691;4514;3629;1375
8036,2078;9271;16419;14122;11187
8038,11669;10243;18678;1899;11610
8039,1587;16542;10845
8040,93;378;16825;6801
8042,1374;9232;7709
8043,1060;10675;12549
8044,7900;14888;1997;12011;13164
8045,6634;18195;16241;187
8046,2467;378;3316;8265;16191
8047,14939;16613;7565;378
8050,3400;18808;1391;7492
8054,400;7818;3837;14457;15295
8057,606;6067;9414;16292
8058,2045;5045;9620
8059,4446;519;6467
8060,5393;1119;6187
8063,2005;8879;11619
8064,7107;6783;1512;6052
8067,2934;14578;12373;912
